Takim No;Paket Numarasi;Gonderme Saati;Basinc;Yukseklik;Inis Hizi;Sicaklik;Pil Gerilimi;GPS Latitude;GPS Longitude;GPS Altitude;Uydu Statusu;Pitch;Roll;Yaw;Donus Sayisi;Video Aktarim Bilgisi
50618;168;2020-09-07T15:53:51;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.20000000298023224;0.5;-5.199999809265137;0;No

50618;168;2020-09-07T15:53:51;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.20000000298023224;0.5;-5.199999809265137;0;No

50618;169;2020-09-07T15:53:52;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.4000000059604645;-18.299999237060547;-4.900000095367432;0;No

50618;170;2020-09-07T15:53:53;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;1.600000023841858;-68.5;-4.300000190734863;0;No

50618;172;2020-09-07T15:53:55;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.0;77.19999694824219;-5.900000095367432;0;No

50618;172;2020-09-07T15:53:55;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.0;77.19999694824219;-5.900000095367432;0;No

50618;174;2020-09-07T15:53:57;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.0;22.899999618530273;-5.699999809265137;0;No

50618;176;2020-09-07T15:53:59;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.30000001192092896;-11.100000381469727;-5.400000095367432;0;No

50618;177;2020-09-07T15:54;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;0.800000011920929;-40.29999923706055;-4.900000095367432;0;No

50618;178;2020-09-07T15:54:01;89,93;1051;0;24,8;0;0.0;0.0;0.0;ASCEND;1.899999976158142;-151.5;-5.300000190734863;0;No

50618;179;2020-09-07T15:54:02;89,93;1051;0;24,8;0;0.0;0.0;0.0;
